variavel,Q1,Q3,IQR,lim_inf,lim_sup,N_outliers,%_outliers
vento,3.700000047683716,8.0,4.299999952316284,-2.7499998807907104,14.449999928474426,14,0.18916362653695445
temp_ar,20.899999618530273,26.100000381469727,5.200000762939453,13.099998474121094,33.900001525878906,16,0.2161870017565194
hs,1.309999942779541,2.2699999809265137,0.9600000381469727,-0.13000011444091797,3.7100000381469727,402,5.43169841913255
