Região,Profundidade [m],Temperatura [°C],Salinidade [psu],Pressão [dbar],Densidade [kg/m³],Velocidade do som [m/s],Situação
Oceano Sul V,1925.02,2.847,34.775,1947.27,1036.664,1493.29,Maior profundidade observada
