Região,Data-Hora,Latitude [deg],Longitude [deg],numero_pontos,profundidade_min,profundidade_max,n_temperatura,n_salinidade,n_condutividade,n_densidade,n_velocidade_som,arquivo_parquet,tem_temperatura,tem_salinidade,tem_condutividade,tem_densidade,tem_velocidade_som,tem_TS,tem_TS_densidade,tem_TS_velocidade,pontuacao
Nordeste Cruzeiro do Sul,2025-04-04 02:18:52,-2.4386,-41.2717,227,5.0,28.2,0,0,0,227,227,nordeste_cruzeiro_do_sul.parquet,False,False,False,True,True,False,False,False,15.42934562895444
Nordeste Cruzeiro do Sul,2025-04-04 04:34:01,-2.2292,-41.2794,48,3.0,50.0,48,48,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,23.891820298110627
Nordeste Cruzeiro do Sul,2025-04-04 07:50:34,-1.9097,-41.2361,2664,4.0,2667.0,2664,2664,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.88795933659995
Nordeste Cruzeiro do Sul,2025-04-04 12:25:46,-1.5908,-41.2139,2982,4.0,2985.0,2982,2982,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.000684784514746
Nordeste Cruzeiro do Sul,2025-04-04 19:00:16,-1.4822,-41.91,2077,4.0,2080.0,2077,2077,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.639161171659175
Nordeste Cruzeiro do Sul,2025-04-05 01:02:16,-1.7903,-41.9311,2402,4.0,2405.0,2402,2402,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.78447323573647
Nordeste Cruzeiro do Sul,2025-04-05 05:22:34,-2.1103,-41.9567,757,3.0,759.0,757,757,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,46.63068338564237
Nordeste Cruzeiro do Sul,2025-04-05 08:51:20,-2.3844,-41.9786,19,4.0,22.0,19,19,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,22.99573227355399
Nordeste Cruzeiro do Sul,2025-04-23 09:56:30,-3.6856,-35.6381,3260,4.0,3263.0,3260,3260,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.08978917578932
Nordeste Cruzeiro do Sul,2025-04-23 09:58:36,-3.6867,-35.6367,3302,4.972,3262.226,0,0,3235,3302,3302,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.10258642539079
Nordeste Cruzeiro do Sul,2025-04-23 15:29:07,-3.9631,-35.7956,272,2.0,273.0,272,272,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,45.60947179518496
Nordeste Cruzeiro do Sul,2025-04-23 15:31:12,-3.9639,-35.7911,269,5.0,273.0,0,0,194,269,269,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,40.59842195899837
Nordeste Cruzeiro do Sul,2025-04-24 13:52:30,-4.2453,-35.9444,1935,3.0,1937.0,1935,1935,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.56837926783652
Nordeste Cruzeiro do Sul,2025-04-24 13:54:32,-4.245,-35.9458,1952,4.972,1936.141,0,0,1880,1952,1952,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,42.57712193087668
Nordeste Cruzeiro do Sul,2025-04-24 18:19:25,-4.5264,-36.0978,2201,3.0,2203.0,2201,2201,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.69712131728262
Nordeste Cruzeiro do Sul,2025-04-24 18:21:26,-4.5242,-36.0958,2223,4.972,2202.983,0,0,2141,2223,2223,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,42.70706265537047
Nordeste Cruzeiro do Sul,2025-04-24 22:30:39,-4.8003,-36.2481,58,4.0,61.0,58,58,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,24.07753744390572
Nordeste Cruzeiro do Sul,2025-04-24 22:32:40,-4.7994,-36.2472,559,5.0,61.0,0,0,0,559,559,nordeste_cruzeiro_do_sul.parquet,False,False,False,True,True,False,False,False,16.327936783729193
Nordeste Cruzeiro do Sul,2025-04-25 05:49:23,-4.8169,-35.5731,26,5.0,30.0,26,26,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,23.29583686600433
Nordeste Cruzeiro do Sul,2025-04-25 05:51:23,-4.8125,-35.5686,253,4.5,30.3,0,0,0,253,253,nordeste_cruzeiro_do_sul.parquet,False,False,False,True,True,False,False,False,15.537334267018537
Nordeste Cruzeiro do Sul,2025-04-25 09:59:23,-4.5719,-35.3744,1875,4.0,1878.0,1875,1875,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.53689712956617
Nordeste Cruzeiro do Sul,2025-04-25 10:01:23,-4.5678,-35.3719,1893,4.972,1877.992,0,0,1817,1893,1893,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,42.54644627374602
Nordeste Cruzeiro do Sul,2025-04-25 18:41:39,-4.2781,-35.19,3028,2.0,3029.0,3028,3028,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.01598781102724
Nordeste Cruzeiro do Sul,2025-04-25 18:43:37,-4.2781,-35.1839,3025,5.0,3029.0,0,0,2925,3025,3025,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.0149968943483
Nordeste Cruzeiro do Sul,2025-04-26 02:58:59,-3.9869,-35.0036,3243,4.0,3246.0,3243,3243,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.084562415235304
Nordeste Cruzeiro do Sul,2025-04-26 03:00:56,-3.9856,-34.9978,3243,4.0,3246.0,0,0,3154,3243,3243,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.084562415235304
Nordeste Cruzeiro do Sul,2025-04-26 17:56:01,-4.625,-34.2889,3801,3.0,3803.0,3801,3801,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.24328252304838
Nordeste Cruzeiro do Sul,2025-04-26 17:57:57,-4.6242,-34.2789,3799,5.0,3803.0,0,0,3707,3799,3799,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.242756345714476
Nordeste Cruzeiro do Sul,2025-04-26 23:18:21,-4.7983,-34.5878,3703,3.0,3705.0,3703,3703,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.21716859576607
Nordeste Cruzeiro do Sul,2025-04-26 23:20:15,-4.7978,-34.5869,3701,5.0,3705.0,0,0,3598,3701,3701,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.21662849313344
Nordeste Cruzeiro do Sul,2025-04-27 04:14:08,-4.9717,-34.8922,767,3.0,769.0,767,767,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,46.64378973314767
Nordeste Cruzeiro do Sul,2025-04-27 04:16:02,-4.9694,-34.8911,765,5.0,769.0,0,0,655,765,765,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,41.64118216974059
Nordeste Cruzeiro do Sul,2025-04-27 07:29:55,-5.1269,-35.1706,22,4.0,25.0,22,22,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,23.13549421592915
Nordeste Cruzeiro do Sul,2025-04-27 07:31:49,-5.1367,-35.1858,199,5.0,24.9,0,0,0,199,199,nordeste_cruzeiro_do_sul.parquet,False,False,False,True,True,False,False,False,15.298317366548037
Nordeste Cruzeiro do Sul,2025-04-27 15:02:17,-5.7217,-34.8597,1849,4.0,1852.0,1849,1849,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.52294091807237
Nordeste Cruzeiro do Sul,2025-04-27 15:04:09,-5.7214,-34.8586,1848,5.0,1852.0,0,0,1759,1848,1848,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,42.522400231387124
Nordeste Cruzeiro do Sul,2025-04-27 19:43:14,-5.6219,-34.5736,3158,4.0,3161.0,3158,3158,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.05801080080209
Nordeste Cruzeiro do Sul,2025-04-27 19:45:06,-5.6211,-34.5736,3157,5.0,3161.0,0,0,3037,3157,3157,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.05769419481559
Nordeste Cruzeiro do Sul,2025-04-28 01:22:22,-5.5236,-34.2964,3889,4.0,3892.0,3889,3889,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.26616443661249
Nordeste Cruzeiro do Sul,2025-04-28 01:24:13,-5.5233,-34.2961,3888,5.0,3892.0,0,0,3777,3888,3888,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.26590733415575
Nordeste Cruzeiro do Sul,2025-04-28 07:42:55,-5.4256,-34.0022,4106,4.0,4109.0,4106,4106,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.32044811395656
Nordeste Cruzeiro do Sul,2025-04-28 07:44:45,-5.4217,-34.0047,4105,5.0,4109.0,0,0,3996,4105,4105,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.32020459757888
Nordeste Cruzeiro do Sul,2025-04-28 14:31:10,-5.3281,-33.7294,4285,2.0,4286.0,4285,4285,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.36310917603352
Nordeste Cruzeiro do Sul,2025-04-28 14:32:59,-5.3219,-33.7203,4282,5.0,4286.0,0,0,4180,4282,4282,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.362408977615374
Nordeste Cruzeiro do Sul,2025-04-29 02:31:36,-6.2581,-33.64,4334,3.0,4336.0,4334,4334,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.37447688921464
Nordeste Cruzeiro do Sul,2025-04-29 02:33:23,-6.2594,-33.6403,4332,5.0,4336.0,0,0,4230,4332,4332,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.37401542173991
Nordeste Cruzeiro do Sul,2025-04-29 07:37:36,-6.2911,-33.9194,4250,3.0,4252.0,4250,4250,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.35490952835879
Nordeste Cruzeiro do Sul,2025-04-29 07:39:23,-6.2906,-33.9194,4248,5.0,4252.0,0,0,4137,4248,4248,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.35443894011481
Nordeste Cruzeiro do Sul,2025-04-29 12:15:52,-6.3192,-34.1925,2533,4.0,2536.0,2533,2533,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.837554360881086
Nordeste Cruzeiro do Sul,2025-04-29 12:17:39,-6.3192,-34.1994,2532,5.0,2536.0,0,0,2428,2532,2532,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,42.837159650001674
Nordeste Cruzeiro do Sul,2025-04-29 16:56:06,-6.3625,-34.4828,2903,2.0,2904.0,2903,2903,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.97384437594469
Nordeste Cruzeiro do Sul,2025-04-29 16:57:52,-6.3492,-34.4792,2900,5.0,2904.0,0,0,2787,2900,2900,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,42.97281078412141
Nordeste Cruzeiro do Sul,2025-04-29 21:02:49,-6.3803,-34.7592,348,3.0,350.0,348,348,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,45.85507192220243
Nordeste Cruzeiro do Sul,2025-04-29 21:04:35,-6.38,-34.7589,346,5.0,350.0,0,0,280,346,346,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,40.84932477994686
Nordeste Cruzeiro do Sul,2025-04-30 04:10:46,-7.0089,-34.5394,39,4.0,42.0,39,39,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,23.688879454113938
Nordeste Cruzeiro do Sul,2025-04-30 04:12:30,-7.0175,-34.5386,369,5.0,42.3,0,0,0,369,369,nordeste_cruzeiro_do_sul.parquet,False,False,False,True,True,False,False,False,15.913503005638269
Nordeste Cruzeiro do Sul,2025-04-30 07:28:27,-6.9792,-34.2367,3053,3.0,3055.0,3053,3053,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.024207485778575
Nordeste Cruzeiro do Sul,2025-04-30 07:30:11,-6.9794,-34.2372,3051,5.0,3055.0,0,0,2948,3051,3051,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.02355239240435
Nordeste Cruzeiro do Sul,2025-04-30 12:02:55,-6.9394,-33.9403,3354,4.0,3357.0,3354,3354,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.11820704940578
Nordeste Cruzeiro do Sul,2025-04-30 12:04:38,-6.9381,-33.9408,3353,5.0,3357.0,0,0,3265,3353,3353,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.11790894238315
Nordeste Cruzeiro do Sul,2025-04-30 18:13:48,-6.9031,-33.6411,3042,3.0,3044.0,3042,3042,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.02059914989697
Nordeste Cruzeiro do Sul,2025-04-30 18:15:30,-6.9028,-33.6411,3040,5.0,3044.0,0,0,2929,3040,3040,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.01994168767737
Nordeste Cruzeiro do Sul,2025-05-01 05:25:21,-7.9728,-33.4817,4346,7.0,4352.0,4346,4346,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.377241230988794
Nordeste Cruzeiro do Sul,2025-05-01 05:27:01,-7.9747,-33.4808,4346,7.0,4352.0,0,0,4240,4346,4346,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.377241230988794
Nordeste Cruzeiro do Sul,2025-05-01 10:34:46,-7.9403,-33.7594,4225,4.0,4228.0,4225,4225,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.349011198176
Nordeste Cruzeiro do Sul,2025-05-01 10:36:26,-7.94,-33.7603,4224,5.0,4228.0,0,0,4116,4224,4224,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.34877453979127
Nordeste Cruzeiro do Sul,2025-05-01 15:16:25,-7.9069,-34.04,2102,2.0,2103.0,2102,2102,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.6511201757027
Nordeste Cruzeiro do Sul,2025-05-01 15:18:04,-7.9058,-34.0397,2099,5.0,2103.0,0,0,1991,2099,2099,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,42.649692623711516
Nordeste Cruzeiro do Sul,2025-05-01 19:08:47,-7.8722,-34.3181,801,3.0,803.0,801,801,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,46.68710860786651
Nordeste Cruzeiro do Sul,2025-05-01 19:10:26,-7.8722,-34.3181,799,5.0,803.0,0,0,685,799,799,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,41.68461172766793
Nordeste Cruzeiro do Sul,2025-05-01 22:03:45,-7.8308,-34.5667,38,3.0,40.0,38,38,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,23.663561646129647
Nordeste Cruzeiro do Sul,2025-05-01 22:05:24,-7.8353,-34.5986,353,5.0,40.2,0,0,0,353,353,nordeste_cruzeiro_do_sul.parquet,False,False,False,True,True,False,False,False,15.869296913133773
Nordeste Cruzeiro do Sul,2025-05-02 04:16:53,-8.4528,-34.7886,31,4.0,34.0,31,31,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,23.465735902799725
Nordeste Cruzeiro do Sul,2025-05-02 04:18:30,-8.4525,-34.7881,287,5.0,33.8,0,0,0,287,287,nordeste_cruzeiro_do_sul.parquet,False,False,False,True,True,False,False,False,15.662960480135947
Nordeste Cruzeiro do Sul,2025-05-02 07:37:55,-8.5897,-34.5331,1230,5.0,1234.0,1230,1230,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.11558212618446
Nordeste Cruzeiro do Sul,2025-05-02 07:39:33,-8.5897,-34.5331,1230,5.0,1234.0,0,0,1132,1230,1230,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,42.11558212618446
Nordeste Cruzeiro do Sul,2025-05-02 11:26:20,-8.7131,-34.2261,2103,3.0,2105.0,2103,2103,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.6515955738576
Nordeste Cruzeiro do Sul,2025-05-02 11:27:57,-8.7128,-34.2258,2101,5.0,2105.0,0,0,1984,2101,2101,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,42.6506445514369
Nordeste Cruzeiro do Sul,2025-05-02 16:05:53,-8.8358,-33.9219,2883,4.0,2886.0,2883,2883,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.96693349840484
Nordeste Cruzeiro do Sul,2025-05-02 16:07:29,-8.835,-34.9208,2882,5.0,2886.0,0,0,2774,2882,2882,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,42.966586697638405
Nordeste Cruzeiro do Sul,2025-05-02 23:06:14,-9.3914,-34.1606,3891,4.0,3894.0,3891,3891,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.26667844330589
Nordeste Cruzeiro do Sul,2025-05-02 23:07:49,-9.3906,-34.16,3890,5.0,3894.0,0,0,3775,3890,3890,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.266421472984554
Nordeste Cruzeiro do Sul,2025-05-03 04:17:38,-9.2625,-34.4625,3678,4.0,3681.0,3678,3678,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,48.210396255104776
Nordeste Cruzeiro do Sul,2025-05-03 04:19:13,-9.2628,-34.4619,3677,5.0,3681.0,0,0,3568,3677,3677,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,43.210124405164265
Nordeste Cruzeiro do Sul,2025-05-03 09:16:05,-9.1378,-34.7708,1403,3.0,1405.0,1403,1403,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,47.24708058458576
Nordeste Cruzeiro do Sul,2025-05-03 09:17:38,-9.1378,-34.7714,1401,5.0,1405.0,0,0,1306,1401,1401,nordeste_cruzeiro_do_sul.parquet,False,False,True,True,True,False,False,False,42.245655067594534
Nordeste Cruzeiro do Sul,2025-05-03 13:11:10,-9.0192,-35.0628,25,3.0,27.0,25,25,0,0,0,nordeste_cruzeiro_do_sul.parquet,True,True,False,False,False,True,False,False,23.258096538021483
Nordeste Cruzeiro do Sul,2025-05-03 13:12:43,-9.0186,-35.0622,219,5.0,27.1,0,0,0,219,219,nordeste_cruzeiro_do_sul.parquet,False,False,False,True,True,False,False,False,15.393627546352361
Oceano Sudeste,2002-10-19 19:15:00,-22.2128,-35.2244,2523,3.976,2494.508,0,0,2523,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.8336002236611
Oceano Sudeste,2002-10-22 13:07:00,-21.9069,-40.6233,16,1.981,16.919,0,0,16,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,7.833213344056216
Oceano Sudeste,2002-10-22 13:11:42,-21.9069,-40.6231,16,1.981,16.919,16,16,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,22.833213344056215
Oceano Sudeste,2002-10-22 18:02:00,-21.9589,-40.2633,53,2.975,54.689,0,0,53,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,8.988984046564275
Oceano Sudeste,2002-10-22 18:07:11,-21.9589,-40.2631,53,2.975,54.689,53,53,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,23.988984046564276
Oceano Sudeste,2002-10-22 23:17:00,-22.1692,-39.7144,1826,1.984,1807.173,0,0,1826,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.510430556378004
Oceano Sudeste,2002-10-22 23:19:03,-22.1692,-39.7144,1826,1.984,1807.17,1826,1826,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.510430556378004
Oceano Sudeste,2002-10-23 04:43:00,-22.2706,-39.1897,2118,4.962,2097.51,0,0,2118,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.658699558268296
Oceano Sudeste,2002-10-23 04:44:49,-22.2706,-39.1897,2118,4.962,2097.51,2118,2118,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.658699558268296
Oceano Sudeste,2002-10-23 10:29:00,-22.3461,-38.6697,2520,2.961,2490.571,0,0,2520,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.83241092718792
Oceano Sudeste,2002-10-23 10:32:10,-22.3461,-38.6697,2520,2.961,2490.57,2520,2520,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.83241092718792
Oceano Sudeste,2002-10-23 23:48:00,-22.5233,-38.1833,2537,4.986,2509.216,0,0,2537,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.83913164827433
Oceano Sudeste,2002-10-23 23:49:28,-22.5231,-38.1831,2537,4.986,2509.22,2537,2537,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.83913164827433
Oceano Sudeste,2002-10-24 11:03:00,-22.6117,-37.5525,2515,3.986,2486.633,0,0,2515,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.83042561782033
Oceano Sudeste,2002-10-24 11:46:04,-22.6117,-37.5525,2515,3.986,2486.63,2515,2515,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.83042561782033
Oceano Sudeste,2002-10-24 17:22:00,-22.7928,-37.0392,2537,3.966,2508.24,0,0,2537,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.83913164827433
Oceano Sudeste,2002-10-24 17:24:20,-22.7928,-37.0392,2537,3.966,2508.24,2537,2537,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.83913164827433
Oceano Sudeste,2002-10-24 22:56:00,-22.9603,-36.5028,2528,3.978,2499.408,0,0,2528,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.835579246669965
Oceano Sudeste,2002-10-24 23:04:10,-22.9603,-36.5028,2528,3.978,2499.41,2528,2528,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.835579246669965
Oceano Sudeste,2002-10-25 04:25:22,-23.1081,-35.9725,2538,4.975,2510.22,2538,2538,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.83952558170468
Oceano Sudeste,2002-10-25 13:48:00,-23.3286,-34.8722,2523,2.984,2493.536,0,0,2523,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.8336002236611
Oceano Sudeste,2002-10-25 13:57:00,-23.3286,-34.8722,2523,2.984,2493.54,2523,2523,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.8336002236611
Oceano Sudeste,2002-10-29 19:16:01,-22.2128,-35.2244,2523,3.976,2494.51,2523,2523,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.8336002236611
Oceano Sudeste,2002-10-30 00:37:00,-22.0261,-35.8761,2524,1.987,2493.551,0,0,2524,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.83399634170946
Oceano Sudeste,2002-10-30 00:40:50,-22.0261,-35.8761,2524,1.987,2493.55,2524,2524,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.83399634170946
Oceano Sudeste,2002-10-30 05:05:00,-21.9711,-36.4106,2531,3.97,2502.368,0,0,2531,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.836764783264066
Oceano Sudeste,2002-10-30 05:15:49,-21.9711,-36.4106,2531,3.97,2502.37,2531,2531,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.836764783264066
Oceano Sudeste,2002-10-30 09:42:00,-21.9058,-36.9447,2535,3.98,2506.306,0,0,2535,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.83834331555712
Oceano Sudeste,2002-10-30 09:49:36,-21.9056,-36.9447,2535,3.98,2506.31,2535,2535,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.83834331555712
Oceano Sudeste,2002-10-30 14:47:00,-21.8439,-37.4764,2532,3.981,2503.444,0,0,2532,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.837159650001674
Oceano Sudeste,2002-10-30 14:48:49,-21.8439,-37.4764,2532,3.981,2503.44,2532,2532,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.837159650001674
Oceano Sudeste,2002-10-30 19:25:00,-21.7775,-38.0142,2535,3.984,2506.296,0,0,2535,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.83834331555712
Oceano Sudeste,2002-10-30 19:54:04,-21.7772,-38.0142,2535,3.984,2506.3,2535,2535,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.83834331555712
Oceano Sudeste,2002-10-31 00:28:00,-21.7108,-38.5403,2532,2.994,2502.381,0,0,2532,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.837159650001674
Oceano Sudeste,2002-10-31 00:30:22,-21.7106,-38.5403,2532,2.994,2502.38,2532,2532,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.837159650001674
Oceano Sudeste,2002-10-31 05:05:00,-21.6494,-39.0903,2018,3.946,1998.219,0,0,2018,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.61035761831284
Oceano Sudeste,2002-10-31 05:15:10,-21.6494,-39.0903,2018,3.946,1998.22,2018,2018,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.61035761831284
Oceano Sudeste,2002-10-31 14:07:24,-21.5678,-39.6128,244,1.2,264.3,244,244,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,45.50125821054473
Oceano Sudeste,2002-10-31 18:00:00,-21.5319,-40.1581,249,21.868,268.091,0,0,249,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,30.521460917862246
Oceano Sudeste,2002-10-31 18:10:03,-21.5319,-40.1581,249,21.868,268.091,249,249,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,45.52146091786224
Oceano Sudeste,2002-10-31 20:50:00,-21.4625,-40.3944,22,0.99,21.861,0,0,22,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,8.13549421592915
Oceano Sudeste,2002-10-31 20:52:07,-21.4625,-40.3944,22,0.99,21.861,22,22,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,23.13549421592915
Oceano Sudeste,2002-11-01 00:44:00,-21.4106,-40.6656,16,2.981,17.891,0,0,16,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,7.833213344056216
